"State Office","Divisional Office","Sales Area","RO Code","RO Name","DRC (Location)","Address","State","District","Pin Code","RO Type","Class Of Market","Highway No","Latitude","Longitude","Primary Mobile","Secondary Mobile","Email","Last Load","Sales Officer Name","Sales Officer Mobile","Sales Officer Email","DRSM Name","DRSM Mobile","DRSM Email"
"Maharashtra SO","Pune DO","Pune Saswad RSA","234970","PHADTARE KRUSHI SEVA KENDRA","KALLAMB                    -PUNE","GAT NO. 7 AT VILLAGE KALLAMB,TAL. INDAPUR DIST. PUNE.,PUNE","Maharashtra","PUNE","413114","KSK-B Recovery","E"," ","18.02917","74.76908","9130422020","0","kskphadtare@gmail.com","27-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","277399","SONAI PETROLEUM SERVICES","HINGANGAON              -PUNE","PUNE TO SOLAPUR ROAD NH-9,VILL - HINGANGAON,HINGANGAON","Maharashtra","PUNE","413106","RO B Site","D1","65","18.081744","75.0893","9923000002","8013818080","sonaipetrolium@gmail.com","02-JUL-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","126365","SHIV PRIYANKA PETROLEUM","KHALAD              004264-PUNE","INDIAN OIL PETROL PUMP,A/P KHALADPUNE PHALTAN ROAD,KHALAD","Maharashtra","PUNE","412301","RO A Site","D1","965","18.321402","74.072574","9850683329","0","shivpriyanka7737petroleum@gmail.com","20-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","372701","JAGTAP PETROLEUM","SASWAD              000615-PUNE","Indian Oil Petrol Pump,Gat No.375/3 Village Saswad,SASWAD","Maharashtra","PUNE","412301","RO B Site","C"," ","18.336886","74.027884","9890742277","0","jagtappetroleum45@gmail.com","02-JUL-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","345565","RAJPURE PETROLEUM","BHIGWAN               000063-PUNE","GAT NO-49/A/PLOT NO 1,TALUKA- INDAPUR,BHIGWAN","Maharashtra","PUNE","413130","RO A Site-CorpusFund","D2","60","18.30871773","74.778862","9421295313","0","drvinodrajpure@gmail.com","26-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","346399","JYOTIRLING KISAN SEWA KENDRA","THOPADEWDI          007284-PUNE","GAT NO- 311 MANDAKI,TALUKA- PURANDAR,MANDAKI","Maharashtra","PUNE","412305","KSK-B Recovery","E"," ","18.14105","74.141678","9561538120","0","prashantsdugane@gmail.com","29-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","326627","J.G.RAUT PETROLEUM","VADAPURI            -PUNE","GAT NO-731/2/A,VADAPURI,VADAPURI","Maharashtra","PUNE","413106","RO B Site","D1","965G","18.0745766","74.9967328","9823529999","0","JGRAUTPETROLEUM@GMAIL.COM","29-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","280303","M/S SHREENATH PETROLEUM","INDAPUR         000293-PUNE","SURVEY NO 324/2(P) INDAPUR,PUNE SOLAPUR ROAD NH-9,INDAPUR","Maharashtra","PUNE","411028","RO B Site","D1","65","18.1042978","75.0453132","9822676679","0","shreenathpetroleumindapur@gmail.com","02-JUL-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","325054","GAURAV PETROLEUM","NIMSAKHAR           -PUNE","GAT NO.13(P),VILLAGE NIMSAKHAR,NIMSAKHAR","Maharashtra","PUNE","413114","KSK-A Recovery","E","120","18.0187193","74.8139621","7219780620","0","gauravpetroleum93@gmail.com","01-JUL-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","308514","SARVESH PETROLEUM","WAGHAPURURLIKANCHAN-PUNE","WAGHAPUR,ON URLIKANCHANJEJURI ROAD SH61,PUNE","Maharashtra","PUNE","412104","RO B Site","D2","1","18.397232","74.12284","9011975951","0","sarveshpetroleum@gmail.com","26-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","292473","SAMIR PETROLEUM","JAWALARJUN          -PUNE","VILLAGE - JAWALARJUN,JEJURI TO MORGAON ROAD,PUNE","Maharashtra","PUNE","412303","RO B Site","D2","64","18.2782","74.26041","9623239888","9226133004","samirpetroleum@gmail.com","17-OCT-25","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","222515","BHONGLE PETROLEUM","SASWAD              000615-PUNE","S NO.611 HISSA NO.2&3,ON SH-64 AT SASWAD,PUNE","Maharashtra","PUNE","412301","RO B Site","D1","965","18.358778","74.027944","9822551699","0","bhongalepetroleum@gmail.com","02-JUL-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","282747","RAMKUVAR PETROLEUM","WALHE               -PUNE","JEJURI NIRA ROAD,WALHE TALUKA - PURANDAR,WALHE","Maharashtra","PUNE","412303","RO B Site","D1","965","18.202116","74.159426","9822009452","0","sureshvrathi@gmail.com","30-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","272876","NANDADEEP PETROLEUM","SHETPHALGADHE                 -PUNE","VILL - SHETPHALGADE,BHIGWAN - BARAMTI ROAD (SH-68),SHETPHALGADE","Maharashtra","PUNE","413130","RO B Site","D2","60","18.242477","74.678364","9970833997","0","surajdhurgude@gmail.com","30-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","393129","VIJAYRAJ PETROLEUM","MANJARI             -AURANGABAD","GAT NO. 803,VILLAGE KALAS,KALAS","Maharashtra","PUNE","413105","KSK-B Recovery","E"," ","18.179221","74.824363","7499292270","0","vijaykale7771@gmail.com","30-MAY-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","278694","SHREE GAJANAN MAHARAJ PETROLEU","INDAPUR         000293-PUNE","NEW SURVEY NO 216/2(P),INDAPUR TALUKA INDAPUR,INDAPUR","Maharashtra","PUNE","413106","RO B Site","C"," ","18.126021","75.01151","9527170200","0","nikhilbabras@gmail.com","02-JUL-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","299293","VIGHNAHARTA PETROLEUM KSK","NIMBODI                 -PUNE","GAT NO.111 VILLAGE NIMBODI,TAL- INDAPUR,PUNE","Maharashtra","PUNE","413104","KSK-B Recovery","E"," ","18.143972","74.690483","9834171107","0","amolgholve1234@gmail.com","22-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","378572","JAY PETROLEUM","JAWALARJUN          -PUNE","Indian Oil Petrol Pump,Gat No.198/1198/2 Village Kolvihi,KOLVIHIRE","Maharashtra","PUNE","412303","KSK-B Recovery","E"," ","18.262989","74.194268","9689587888","0","jaypetroleum7888@gmail.com","30-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","327553","MAGAR PETROLEUM","SHIRSADWADI         -PUNE","GAT NO.262 VILLAGE SHIRSADWADI,TALUKA INDAPUR,SHIRSADWADI","Maharashtra","PUNE","413114","RO B Site","D1","965G","18.080047","74.821552","9175434625","8329641001","magarpetroleumshirsatwadi@gmail.com","30-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","354292","SHRI GANESH FILLING STATION","MADANWADI         -PUNE","Indian Oil Petrol Pump,Gat No.300 Village Madanwadi,MADANWADI","Maharashtra","PUNE","413130","RO A Site","D1","65","18.275565","74.756331","9730999201","0","aba.devkate9999@gmail.com","02-JUL-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","195653","MORE PETROLEUM","GOTONDI                         -PUNE","INDIAN OIL PETROL PUMPA/PGOTONDI,TAL -INDAPUR,GOTONDI INDAPUR","Maharashtra","PUNE","413120","RO A Site","D1","965G","18.077102","74.888205","9623396444","0","bharat.bm15@gmail.com","29-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","272298","SRISHTI PETROLEUM KSK","REDANI  -PUNE","WALCHANDNAGAR TO REDANI ROAD,MDR-72 REDANI TAL-INDAPUR,REDANI","Maharashtra","PUNE","413102","KSK-B Recovery","D2","120","17.989801","74.900111","9881875870","0","srishtipetroleum@gmail.com","02-JUL-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","162513","BHARNE PETROLEUM","INDAPUR         000293-PUNE","PUNE SOLAPUR ROAD,AT POST INDAPUR TAL INDAPUR,Indapur","Maharashtra","PUNE","413106","RO A Site","C","9","18.130058","75.00618","9422511011","9284700376","bharanepetroleum222@gmail.com","26-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","378598","SHRI KRISHNA PETROLEUM","JAWALARJUN          -PUNE","Indian Oil Petrol Pump,Gat No.550 & 558 Taluka Purandar,MAVADI KADEPATHAR","Maharashtra","PUNE","412303","RO A Site-CorpusFund","D2","64","18.276469","74.234061","9209133196","0","avinashmjadhav23@gmail.com","27-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","306971","S K PETROLEUM","MALSHIRAS           -PUNE","GAT NO. 980,VILLAGE - MALSHIRAS,PUNE","Maharashtra","PUNE","412301","RO B Site","D2","1","18.407313","74.221939","8805366888","0","skpetroleum6888@gmail.com","22-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","347461","PESHAVE PETROLEUM","JEJURI              000321-PUNE","GAT NO-844/167/2/5 VILLAGE- JEJURI,TALUKA- PURANDAR,JEJURI","Maharashtra","PUNE","412303","RO B Site","D1","965","18.2839822","74.1433629","9822442043","0","sachinpeshave@gmail.com","27-JUN-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Saswad RSA","126301","CHHATRAPATI S.S.K.LTD","BHAVANINGR          000098-PUNE","INDIAN OIL DEALERS,BHAVANINAGAR TAL INDAPUR,BHAVANINAGAR","Maharashtra","PUNE","413104","RO B Site","D2","66","18.117389","74.683117","9960262751","0","scssklb.petrol@gmail.com","02-JUL-26","Kiran Sambhaji Warale","919075343564","SAMBHAJIWK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","264805","VIJAY PETROLEUM","JALGAON KP            -PUNE","VILL - JALGAON KP,TALUKA - BARAMATI,JALGAON KP","Maharashtra","PUNE","413102","KSK-B Recovery","E","61","18.22046","74.468405","9689737373","0","vijaypetroleum8700@gmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","260244","MAHALAXMI AUTO KSK","NIMBODI                 -PUNE","GAT NO.98VILLAGE NIMBODI,TALUKA BARAMATI,PUNE","Maharashtra","PUNE","412301","KSK-B Recovery","E"," ","18.294033","74.709734","9860305177","0","rahuljachak1977@gmail.com","23-SEP-20","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","393015","Ahilya Petroleum","JALGAON KP            -PUNE","Indian Oil Petrol Pump,Gut No 544 Karhavagaj,Karhavagaj","Maharashtra","PUNE","413102","RO A Site-CorpusFund","D2"," ","","","9922414802","0","agawanebalasaheb@gmail.com","30-MAY-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","277563","GHOSALE PETROLEUM","NIGADE                -PUNE","VILL - NIGADE ON NH-4,BETWEEN KHEDSHIVAPUR TO SAROLA,NIGADE","Maharashtra","PUNE","412206","RO A Site","D1","48","18.217875","73.926536","9822593330","0","ghosalepetroleum434@gmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","277559","SHIVRAJ PETROLEUM","UTROLI            -PUNE","VILLAGE - UTROLI,TALUKA - BHOR,UTROLI","Maharashtra","PUNE","412206","RO B Site","D2","70","18.143792","73.854538","9623818606","0","ranjit.shivatare@gmail.com","01-JUL-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","338877","SHIVAM PETROLEUM","BARAMATI            000060-PUNE.","GAT NO.34/3,VILLAGE GUNAVADI,GUNAVADI","Maharashtra","PUNE","413102","RO B Site","D2","120","18.1265401","74.588484","9422417755","9422416111","shivampetroleumbmt@gmail.com","24-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","338696","SHREE JAGDAMBA PETROLEUM","MALEGAON(PUNE)            - PUNE","GAT NO. 381,VILLAGE- PANDARE,PANDARE","Maharashtra","PUNE","413110","KSK-B Recovery","E"," ","18.1389483","74.467595","7745851222","0","ashokjagtap101@gmail.com","01-JUL-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","319411","SHREE YASHWANTRAY PETROLEUM","SUPE                -PUNE","GAT NO.1213141516,VILLAGE-SUPE,SUPE","Maharashtra","PUNE","412204","RO B Site","D1","965D","18.33621","74.374417","9921707010","0","shreeyashwantrayp@gmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","185624","AMIT HIGHWAY CENTRE","SATEGAON            006728-PUNE","AT- TALEGAON S.NO. 34,VILLAGE - SATE TAL MAVAL,SATEGAON","Maharashtra","PUNE","412106","RO B Site","D1","48","18.752852","73.606741","8888506661","0","amithighwaycentre2025@gmail.com","31-MAR-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","344982","SHREENATH PETROLEUM SERVICE","VADGAON (NMBK)               PUNE","GAT NO-248 VILLAGE- VADGAON NIMBAL,TALUKA- BARAMATI,PUNE","Maharashtra","PUNE","412103","KSK-A Recovery","E"," ","18.12734985","74.37109375","9860815542","0","sunilmane824@gmail.com","27-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","383736","GAVALI PETROLEUM","MORGAON                   -PUNE","Indian Oil Petrol Pump,GAT NO 383 VILAGE KALKHAIREWADI,KALKHAIREWADI","Maharashtra","PUNE","412204","RO A Site-CorpusFund","D1","965D","18.296531","74.335025","9765139898","0","anita1.kharat@gmail.com","29-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","126361","SHROFF PETROLEUM","BARAMATI            000060-PUNE.","INDIAN OIL DEALERS,PATAS ROAD BARAMATI,BARAMATI","Maharashtra","PUNE","413102","RO A Site","C"," ","18.156439","74.571405","9823751117","0","shroffpetroleum@gmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","126402","POONAM PETROLEUM CO. IOC DEALER","KHANAPHTA           004054-PUNE","S. NO. 23 KANAPHATA TAL MAVAL,PUNE - 412106,KANHE PHATA","Maharashtra","PUNE","412106","RO A Site","D1","48","18.756562","73.595076","9422024970","9423013990","poonampetroleumco@yahoo.com","02-JUL-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","336616","UDAY FUEL SERVICES","WAKAD                   -PUNE","S. NO.158/3 & 158/7,VILLAGE TATHAWADE,TATHAWADE","Maharashtra","PUNE","411033","RO A Site","D1","48","18.630017","73.742951","9422470191","0","ufsindianoil@gmail.com","02-JUL-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","283332","DHAWAN PATIL KISAN SEVA KENDRA","BARAMATI            000060-PUNE.","MORGAON ROAD BARAMATI,TALUKA-BARAMATI,BARAMATI","Maharashtra","PUNE","413102","KSK-B Recovery","E","61","18.156026","74.562524","9405170000","0","kdp7000@gmail.com","17-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","126329","PRATHAMESH PETROLEUM SERVICE","VADGAON (NMBK)               PUNE","IOC DEALERS,VADGAON (NMBK ) TAL BARAMATI,VADGAON NIMBALKAR","Maharashtra","PUNE","412103","RO B Site","D2","66","18.12882","74.36716","9763828111","0","sandipsgalinde@gmail.com","23-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","295142","SATAV PETROLEUM","BARAMATI            000060-PUNE.","GAT NO. 122/1/E/2/A,VILLAGE - BARAMATI,PUNE","Maharashtra","PUNE","413102","RO B Site","C","66","18.13794","74.552161","7744017799","0","anilsatav5@gmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","197645","BARAMATI TALUKA SAH. DUDH UTP.S.MRY","BARAMATI            000060-PUNE.","AT POST KASBA,TAL - BARAMATI,KASBA","Maharashtra","PUNE","413102","RO B Site","C"," ","18.145336","74.566988","7447414023","0","baramatidoodhsanghpetrolpump@gmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","341914","SHRI SHRI PETROLEUM","PAHUNEWADI                    -PUNE","GAT NO.166,VILLAGE- SHIRAVALI,SHIRAVALI","Maharashtra","PUNE","413102","RO A Site-CorpusFund","D2","10","18.08738","74.50853","9075557662","0","Phadatareajinkya9696@gmail.com","01-JUL-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","126379","BEGAWALA FILLING STATION.","SATEGAON            006728-PUNE","INDIAN OIL PETROL PUMP,37-B SATEGAON VADGAONMAVAL,SATEGAON","Maharashtra","PUNE","412106","RO B Site","D1","48","18.751787","73.612653","9822254466","0","begawalafillingstation1@gmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","332796","M/S SAI PETROLEUM STATION","DHUMALWADI          -PUNE","GAT NO. 159,VILLAGE-DHUMALWADI,DHUMALWADI","Maharashtra","PUNE","413110","KSK-B Recovery","E"," ","18.10349","74.45793","9850882980","0","kulbhushankokare6@gmail.com","24-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","257425","APMC BARAMATI PETROLEUM","BARAMATI            000060-PUNE.","SURVEY NO.15/2,PLOT NO.91,BARAMATI","Maharashtra","PUNE","413102","RO A Site","C"," ","18.146818","74.584191","9021870937","0","apmc.baramati@rediffmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","273418","SHRIRAM SAMARTH PETROLEUM","WADGAON DALACHE          -PUNE","VILL - WADGAON DALACHE,TALUKA - BHOR,WADGAON","Maharashtra","PUNE","412206","RO B Site","D2","70","18.148439","73.888901","9822417396","0","shreeramoffset777@gmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","248455","KRUSHNA PETROLEUM","MEDAD                  -PUNE","INDIAN OIL DEALERS,GAT NO.540VILLAGE MEDAD,MEDAD","Maharashtra","PUNE","413102","RO B Site","D2","965G","18.182686","74.55455","9370166666","0","kirandadagujar@gmail.com","02-JUL-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","125893","ANIL AUTOMOBILES","SORTEWADI           -PUNE","IOC DEALERS,395/2 PLOT NO 2 NIMBUT,NIMBUT","Maharashtra","PUNE","412102","RO B Site","D2","221","18.108648","74.242324","9404912004","0","pharandeiocl@gmail.com","02-JUL-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","344177","S.P.PATIL PETROLEUM","MALEGAON(PUNE)            - PUNE","GAT NO.29VILLAGE MALEGAON KHURD,TALUKA BARAMATI,MALEGAON","Maharashtra","PUNE","413115","KSK-A Recovery","E"," ","18.156971","74.508537","9850552299","0","AMOL.BHOSALE18681@GMAIL.COM","10-JAN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","247371","JAI MALHAR KISAN SEVA KENDRA","NIRAWAGAJ              -PUNE","GAT NO.294/6,VILLAGE NIRAWAGAJ,PUNE","Maharashtra","PUNE","413102","KSK-B Recovery","E"," ","18.076517","74.559624","9860555681","0","jaimalharksk.iocl@gmail.com","26-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","265522","DHANASHREE PETROLEUM KSK","MALWADI                       -PUNE","VILLAGE MALWADI,TALUKA BARAMATI,MALWADI","Maharashtra","PUNE","412204","KSK-B Recovery","E","61","18.246229","74.43243","9881833582","0","dhanashreegroup1881@gmail.com","30-JUN-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","132007","NEW AUTO CORNER-","TALEGAON (PUNE)     000703-PUNE","SOMATANE PHATA SHANKAR WADI,PUNE,0089200002746109300000682","Maharashtra","PUNE","411011","RO B Site","D1","48","18.698577","73.697325","9325130022","0","accounts@panama-group.com","01-JUL-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Pune Tathawade RSA","247504","SHRI GANESH SEVA KENDRA","MORGAON                   -PUNE","GAT NO.22 VILLAGE MORGAON,TALUKA BARAMATI,PUNE","Maharashtra","PUNE","412304","KSK-B Recovery","E","965D","18.279337","74.322389","9850300265","0","shriganesh.iocl@gmail.com","01-JUL-26","Himanshu Choubey","919800088767","CHOUBEYH@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
